店铺名称,类别,评分,所属片区,纬度,经度,详细地址,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜
嘿糖(南沙路店),奶茶/果汁,5,龙华区,20.010605,110.332391,龙华区南沙路昌茂花园牡丹园西门33号铺面,6.9元嘿糖鲜果茶2选1，7.9元招牌奶茶2选1，9.9元招牌鲜奶2选1;8.8代10元;,周一至周日 10:00-22:00,18808959410,3603,,
海南第一家炳霖猪肚包鸡(坡博分店),海南菜,5,坡博村,20.002674,110.33318,龙华区坡博路华立花园13号铺面,3-4人餐58元，双人餐68元起，2-3人餐93元，3-4人餐150元，5-6人餐183元，8-10人餐293元;90代100元;,周一至周日 11:00-20:00,36381608,3561,,"猪肚包鸡,猪肚,营养锅底,烤鱼,鸡肉,芽菜炒饭,金针菇,猪肚鸡,米饭,鸡蛋"
张小慕,小吃快餐,5,东方,19.096582,108.656225,东方市政法路天南货仓侧门B109,8.8元小吃套餐，9.8元紫菜卷，9.8元西米露系列，15.8元绵绵冰系列，23.8元绵绵冰系列;8.8代10元;,周一至周日 09:00-21:00  非营业时段 2018-02-15至2018-02-19 全天,18217814002,3546,,"招牌紫菜卷,芒果西米露,杨枝西米露,芋圆红豆绵绵冰,彩虹绵绵冰,海藻紫菜卷,西瓜绵绵冰,蟹肉紫菜卷,绵绵冰,咖喱鱼丸,咖喱牛肉丸,瑶柱培根紫菜卷,招牌寿司,绵绵冰芒果"
贡鱼UFO太空舱烤鱼,烤鱼,4.3,忠介路,20.000388,110.354814,琼山区忠介路步行街天茂商城三楼（肯德基斜对面从中山南路口内进100米）,双人餐79.9元，3人餐89.9元起，4人餐168元，6人餐188元，8人餐299元，10人餐339元;79代100元;,周一至周日 10:30-21:30  非营业时段 2018-02-15至2018-02-17 全天,0898-65783381/18976886337,3552,,
华莱士(义龙店NO.70),汉堡,3.4,龙华区,20.026878,110.336849,龙华区义龙横路1号一楼（江南商业大厦）,9.9元开心鸡排加中可，10.9元单人套餐，11.9元单人小吃拼盘套餐，25.9元双人套餐，30元2人经济套餐;,周一至周日 08:00-22:00,0898-66745339,3543,,
欣奇西点蛋糕(义龙店),甜点饮品,4.2,龙华区,20.027844,110.336384,龙华区义龙路龙昆里32号,14元热卖特制蛋黄酥，榴芒双拼蛋糕（新品上市）138元;,周一至周日 07:00-23:00,0898-66756114,3528,海口欣奇食品有限公司于1993年3月27日经市工商局审批注册成立，系台商独立投资企业。厂址位于金盘工业区建设三横路金马大厦五楼，是海口首家集研发、生产、销售、服务为一体的专业化西点企业。海口欣奇食品有限公司采用中央工厂集中规模生产、专业快速车队高效配送的连锁店管理模式，坚持“产品打市场，服务定天下”的经营管理思路，主要生产品种有生日蛋糕、西点面包、月饼礼盒、会议点心等共300多个，目前全市区共有三十个销售服务网点。除经营开发海口市场外，公司于2001年设立欣圆分公司在三亚投资设立中央工厂开发外地西点市场；同时结合自身发展及市场需求进足餐饮休闲业，于同期在海口设立恋恋今生复合式咖啡吧经营各式中西套餐、休闲饮品等，餐厅环境优雅、口味鲜美、价格适众，深受广大消费者欢迎。“欣奇蛋糕，新鲜来自烘焙”是公司专业实力与品牌建设的体现。质量是企业的生命、是生存发展的根本，成立之初公司就致立于高档次、高含量之品牌建设，投入巨资引进先进的经营理念和生产工艺，从厂区的工艺布局、原料进购、仓库管理、烤制烘焙、成品包装等各环节全程控制；同时严格按照主管部门要求加强卫生生产管理，积极开展各种形式的专业技能培训及技术交流，提高员工技术能力及专业生产素养。,"珍爱欧式慕斯蛋糕,母亲节主题慕斯蛋糕,雪花糕,芒果双拼,水果蛋糕,榴芒双拼蛋糕（新品上市）"
重庆秦妈火锅(金山广场店),重庆火锅,3,金山广场,20.020633,110.302746,龙华区世贸西路6号（金山广场二楼）,90代100元;,周一至周日 11:00-05:00,0898-68532757,3527,,
咕噜咕噜爆料章鱼小丸子(海秀店),小吃快餐,3.8,蓝天路沿线,20.02701,110.33999,美兰区海秀东路18号海秀890商场一层观光电梯旁,19.8元招牌饮品+小丸子，19.8元观影套餐;18代20元;,周一至周日 11:00-22:00,0898-36359619,3522,,
yoyo.火锅烤肉.自助餐厅(金棕榈旗舰店),火锅自助,3,解放西/泰龙城,20.039086,110.340239,龙华区解放西路金棕榈4楼,单人晚餐44.8元起;,周一至周日 午市 11:00-14:00 晚市 17:00-22:00,0898-66244659,3543,,
多美丽(澄迈店),快餐,3.5,澄迈县,19.73484,110.01048,澄迈县金江镇文化北路与人民中路交叉口,9.8元单人早餐任选，9.9元单人饮品任选，21.8元单人套餐，29.9元巴西烤翅套餐;42.5代50元;,周一至周日 07:00-00:00  非营业时段 2018-02-15至2018-02-15 全天,15008937123,3513,,"马拉盏炒饭,三杯鸡,铁板鸡扒饭,柠檬茶,三杯鸡饭,绿茶饼,鸡扒饭,小蛋糕,蜜汁烤鸡,香芋卷,台湾卤肉饭,豆腐干"
拾味馆(万达店),海南菜,4.4,万达广场,19.978907,110.279464,秀英区海榆中线29号万达广场3楼,90代100元;,周一至周日 午市 11:00-14:00 晚市 17:30-21:00,0898-66130380,3509,,
锟记甜品,传统甜品,5,高登街,20.002637,110.368833,琼山区高登东街108-1号附近,45代50元;,周一至周日 14:00-22:00,13807536648,3507,,"芒果炒冰清补凉,芒果肠粉,西瓜汁,芝麻汤圆,红糖姜汤,水果炒冰,炒冰清补凉,炸饺子,椰子清补凉,烧仙草,红豆冰山,哈密瓜汁,热狗,芒果汁"
go辣の蛙(海甸城店),川菜,0,海甸岛,20.049457,110.343927,美兰区海甸二东路9号海甸城4楼,双人餐96元起，双人餐96元起，3-4人餐198元;29代50元，79代100元;,周一至周日 午市 11:30-14:00 晚市 17:30-21:00,0898-66156157,3529,,
刘一手火锅(琼海店),重庆火锅,3.8,银海路,19.257359,110.466497,琼海市金海路红苹果家居园对面,双人餐108元，4人餐168元，6人餐198元;78代100元;,春季、夏季、秋季 周一至周日 08:00-18:00 10:00-09:30,0898-62937410,3507,重庆刘一手火锅成立于2000年，是专业从事火锅连锁和特许经营的知名企业。勤劳、朴实、真诚的刘一手人在茫茫商海中大浪淘沙，孜孜以求，将刘一手从一个几百平米的街边火锅小店锻造成一个目前拥有400余家分店，享誉全国26个省、市、自治区的大型知名火锅酒店。未来的刘一手将继续坚持“业精于勤、商精于诚”的理念，让全世界通过品味重庆火锅了解重庆，了解中国。刘一手正以前所未有的骄人姿态，昂首阔步走向全国，走向世界。琼海刘一手火锅以全新的姿态，升级的服务恭候广大食客的光临。,"美式肥肉,西塘臭豆腐,酱爆螺丝,清蒸白水鱼,烧卖,小馄饨,河鲜鸡煲,西塘第一粉,馄饨老鸭煲,婵衣包圆,西塘第一锅,龙虾,水晶鸡,特价鱼头,特色炒粉丝,雪菜蚕豆,小笼包,扎肉,油条,刘一手粉,火锅,绿色毛肚,西红柿汤,丸子,西塘龙蹄,炸臭豆腐,肥羊,豆腐,骨汤鸳鸯锅,番茄鸳鸯锅,麻酱,手工面,雪花肥牛,牛肉羊肉,骨头"
Pelosi佩洛西(海甸店),甜点饮品,4.3,海甸岛,20.051909,110.34099,美兰区海甸岛人民大道12号民博大厦（人民大道与三东路交叉口肯德基旁）,柔和芝士108元，LOVE裸蛋糕109元，118元蛋糕3选1，138元蛋糕3选1，188元蛋糕3选1，238元蛋糕3选1;9代10元;,周一至周日 06:30-23:00  非营业时段 2018-02-15至2018-02-18 全天,0898-32888777,3496,,"芝士蛋糕,草莓酱,小蛋糕,草莓蛋糕,奶油球,三明治,海绵蛋糕,白巧克力,重芝士,奶油蛋糕,哈密瓜,猕猴桃,火龙果,巧克力,乳酪蛋糕"
琳琅烘焙专业(元亨店),蛋糕,4.2,汽车站,19.239711,110.468231,琼海市元亨街52号,每满10减1.2（买单立享）;,周一至周日 08:00-23:00,0898-62820082,3488,琳琅烘焙专业是一家非常有名的西点品牌店，发展到现在已经有30余家连锁店。多年来不断引进新思想、开发新思路、完善管理模式，逐渐形成了的“前店后场，现烤现卖”的特色。,"蛋糕,金牛角,牛油包,甜甜圈,小面包,面包蛋糕,菠萝包,榴莲千层,榴莲千层糕,奶香片,月饼,肉松饼,榴莲蛋糕,原味酸奶,冰镇奶茶,干净,牛轧糖,起酥蛋糕,皇后吐司,提拉米苏,卡布奇诺,芝士蛋糕,奶酪包,西多士,北海道蛋糕,芒果千层,海绵蛋糕,梅子绿茶,乳酪蛋糕,原味蛋糕卷,巧克力蛋糕卷,千层蛋糕,肉松包,原味咖啡,中秋月饼,圆面包,沙沙亚,蜜豆萝沙,全家福,肉松吐司,欧克奶酥,牛油提子,手撕面包,葡萄奶酪,三明治,芝士黄金球,吐司切片"
三顾冒菜,冒菜,3.7,和平路,19.609812,110.751326,文昌市和平北路20号（小肥羊旁边）,88代100元;,周一至周日 09:00-21:00,0898-63228088,3478,,"三顾冒菜,菜,柠檬汁,蘸酱,果汁,鸡中翅,柠檬水,米饭,酸梅汁,麻辣烫,香锅,1,牛肉,橙汁,肥羊,三鲜微辣,酸梅汤,麻辣干锅,平菇,三鲜汤,手工面"
YE来湘(香樟林店),湘菜,4,海垦路,20.009893,110.307922,龙华区海垦路49号香樟林风情街二楼206号（农垦总局对面）,2-3人餐68元，4-5人餐118元;79代100元;,周一至周日 11:00-14:00 17:00-21:30  非营业时段 2018-02-14至2018-02-21 全天,0898-66775300,3485,,
永恒蛋糕店(总店),甜点饮品,3.6,文建路,19.6184,110.75433,文昌市东风路1-1号,每满100减13，每满20减2（买单立享）;3.5元精品双皮奶，10寸水果蛋糕145元，永恒12寸水果蛋糕195元;90代100元;,周一至周日 09:00-22:30,0898-63226818,3475,永恒蛋糕店作为文昌著名的老牌糕点店品牌，经历了几年的技术改良和创新，秉承了独有的配方技术，渗透了蛋糕工艺的制作精髓；把蛋糕努力制作成最适合文昌人口味的美味是文昌蛋糕的**的心愿。甜而不腻，入口即化，淡雅可口，款式新颖是文昌蛋糕的一贯特色。永恒蛋糕在文昌市拥有十六家分店，会根据您的要求**时间制作，**时间送达您的手中。让每一个客户从永恒蛋糕中感受到从未有过的真正实惠是我们追求的经营理念；让每个文昌人都能吃到永恒蛋糕是我们的毕生奋斗目标。,"蓝莓芝士,千层榴莲蛋糕,鲜奶蛋糕,1,菠萝包,千层芒果蛋糕,意式披萨,肉松包,鸡仔饼,双皮奶,蛋糕边,面包片,水果蛋糕,蛋糕胚,双层蛋糕,法式乳酪礼饼,香芋奶茶,清香奶茶,提拉米苏,招牌咖啡,卡布奇诺,芝士三文治,芝士奶茶,黑糖奶茶,草莓奶茶,法式乳酪饼,韩式蓝莓千层蛋糕,韩式草莓千层蛋糕,麦香奶茶,果王榴莲冰皮,蛋挞,巧克力奶茶,栗子口味蛋糕,榴莲肉,冰淇淋蛋糕"
周氏金牌台湾牛肉面(城西店),快餐,4,海南医学院及周边,19.987117,110.329334,龙华区城西路16号农业银行旁（88宾馆楼下）,8.9折（买单立享）;15元台湾特色蚵仔煎，20.9元周氏招牌牛肉面;,周一至周日 08:00-21:00  非营业时段 2018-02-15至2018-02-20 全天,18789257818,3472,,"台湾牛肉面,花枝丸,台湾金牌牛肉面,鸡腿饭,鱼丸汤,贡丸汤,大块牛肉,大麦茶,招牌牛肉面,1,炸鸡腿饭,炸鸡腿,牛肉萝卜,一块豆腐,牛肉麵,牛肉丸汤,牛骨头,兰州拉面,香肠饭,台湾卤肉饭,红烧排骨饭,大碗牛肉面,蚵仔煎,招牌鸡腿饭,牛腱子肉,黑椒牛腩,沙茶牛肉炒乌冬面,萝卜干,咖喱鸡饭,小香肠,各种丸子,台湾香肠,杂酱面牛肉面"
豪味亦家牛排中西餐厅(元亨店),牛排,4,汽车站,19.240439,110.467249,琼海市元亨街肯德基2楼,8.8元爆款单人下午茶，10.8元爆款单人下午茶，双人餐108.8元，3人餐149元;,周一至周日 09:30-23:30,13098916868,3479,,
椰语堂(鹏辉广场店),传统甜品,4.5,海甸岛,20.057511,110.349637,美兰区和平大道20号鹏辉商业广场3层,13.8元鲜榨芒果汁，15.8元椰香冰激淋清补凉，18.8元柠檬水➕咖喱鱼蛋;42.8代50元;,周一至周日 10:00-22:00,0898-66266163,3465,,"抹茶绵绵冰,抹茶,冰淇淋清补凉,哈密瓜绵绵冰,桂花芒果卷,鲜炸芒果汁,椰奶风味传统清补凉,杂果椰奶清补凉,抹茶味绵绵冰,姜汁鸡屎藤,冰镇椰子奶冻,海南椰奶凉糕,红心火龙果汁,椰风挡不住,水果鹧鸪茶"
印象三宝潮汕鲜牛肉火锅烤肉(友谊阳光城店),牛肉火锅,3.2,新友谊阳光城,20.023376,110.323903,龙华区金龙路2号（友谊阳光城7A）,每满100减20.01（买单立享）;双人餐138元，3-4人餐188元，6人餐338元，8人餐469元，9-10人餐568元;50代100元，79.9代100元;,周一至周日 11:00-14:30 17:00-21:30,0898-68528063,3460,,
兄弟尚品星派港式休闲茶餐厅(海甸店),茶餐厅,3.5,海甸岛,20.049315,110.343555,美兰区海甸二东路二号海甸城四层L4-01号,22元单人下午茶，38元单人餐，42元双人下午茶，68元精致双人餐，3人餐78元;88.8代100元;,周一至周日 10:30-23:00,0898-66770582,3452,,"鲜茄滑蛋牛肉饭,炒菜,蛋挞,叉烧包,鸡扒饭,牛肉饭"
山城旷火锅(世贸店),重庆火锅,4.2,金贸西路沿线,20.017498,110.301378,龙华区文华路13号兴力大厦1楼,8.8折（买单立享）;双人餐68元起，2-3人餐168元，4人餐258元;50代100元，58代100元，78代100元;,周一至周日 11:30-14:00 16:30-02:00  非营业时段 2018-02-13至2018-02-20 全天,0898-68500203,3445,,"嫩牛肉片,藕片,九焰牛肉,鲜鸭肠,鲜鹅肠,土豆片,白萝卜,鲜毛肚,虾滑,牛黄喉,手工牛肉丸"
原汁原味过桥米线,过桥米线,5,龙昆南路,19.997334,110.341222,龙华区龙昆南路源味食集小吃汇12号铺面,6.5元特色凉皮，6.5元凉拌面，11.5元过桥米线，11.5元朝族冷面;,周一至周日 06:00-23:00  非营业时段 2018-02-06至2018-02-24 全天,18898961887,3448,,"砂锅米线,冷面,过桥米线,凉皮,米线"
养生槟榔花猪肚包鸡,猪肚鸡火锅,4,二环北路,19.119818,108.66493,东方市琼西路与二环北路交界口（红绿灯西南方向自动取款机后面）,2-3人餐108元，3-4人餐108元，5-6人餐128元，8-10人餐368元;90代100元;,周一至周日 10:30-13:30 17:00-21:30  非营业时段 2018-02-13至2018-02-20 全天,0898-25568556/13876798310,3429,,"鸡肉,猪肚包鸡汤,海带,米饭,可口可乐,小面包,花生米,牛肉,牛腩,牛肉丸,茶水,香菇丸,椰子汁,锅底,猪肚煲鸡,炸馒头,养生汤,小点心,柠檬汁,白萝卜,涮菜,鱼丸,豆腐"
文城记(世贸中心店),咖啡厅,4,金山广场,20.021105,110.304447,龙华区世贸东路世贸中心2号F栋第一层,78元美味多人餐，99元超值4人套餐;,周一至周日 06:00-22:00,18876949301,3413,,"紫薯汁,粗粮拼盘,琼海芒果肠粉,玉米汁,柠檬水,铁板豆腐,水果沙拉,金桔青柠,金桔柠檬,陈皮梅子茶,双味烤多士,原味烤芝士,椰香烤多士,红豆汁,哈密瓜汁,紫薯饼,三亚猪肠粑,卤水拼盘,铁板秘制豆腐,清炒时蔬,鲍汁红腰豆,海南全家福,酸菜炒肠仔,海味杂鱼煲,白切鸡,小点心,酸菜鱼,文昌鸡饭,香煎马鲛鱼,西多士,水果拼盘,水果捞"
后安粉汤(春园源连锁兴丹店),小吃快餐,4,琼山区,20.008941,110.366783,琼山区兴丹路德盛华庭旁,6.3元单人后安粉汤，16.5元单人超值套餐;,周一至周日 06:30-24:00,18889648757,3406,,"猪脚饭,后安汤粉,清补凉,南瓜汤,咸鸭蛋,伊面汤,糯米丸子,凉拌黄瓜"
薇薇安蛋糕,甜点饮品,4.7,文昌,19.604857,110.759487,文昌市文城镇文中路19号（亿嘉广场斜对面）,16.9元薇薇安千层蛋糕块，118元薇薇安千层蛋糕;,周一至周日 09:00-23:00,18089834088,3395,,
聚湘缘酒楼,湘菜,3.7,百佳汇超市,19.247541,110.46598,琼海市东风路华田酒店旁,9.5折（买单立享）;双人餐39元，3-4人餐108元，5-6人餐148元;,周一至周日 09:30-21:30,0898-36831883,3392,,"手撕鸭,海带汤,剁椒鱼头,鱼香茄子煲,肉末茄子煲,水蒸蛋,莲藕排骨汤,铁板牛肉,千页豆腐,酸辣鸡杂,铁板水晶粉,清炒时蔬,农家小炒肉,米饭,招牌鸭,糖醋排骨,粉丝煲,白豆腐,鲜豆腐,梅菜扣肉,白斩鸡,腌萝卜,酸萝卜,青菜豆腐汤,豆角炒茄子,萝卜皮,日本豆腐,红烧肉,烤鱼,垛椒鱼头,水豆腐,茄子烧豆角,蔥油餅,柠檬水,手撕包菜,小菜,毛氏红烧肉,干锅黄焖鸡,毛血旺,腊八豆炒鸡蛋,干锅肥肠,剁椒魚頭,凉拌开胃木耳"
啡曼特航空主题餐厅(友谊阳光城店),西餐,4.1,新友谊阳光城,20.023335,110.323962,龙华区金龙路2号国贸友谊阳光城7F楼层7006,双人餐159元起;90代100元;,周一至周日 11:00-22:00,0898-68508565,3440,,
琳琅烘焙专业(锦园店),蛋糕,4.6,高登街,19.999422,110.364661,琼山区府城高登东街路口锦园大厦首层,每满10减1.2（买单立享）;,周一至周日 07:00-23:00,0898-65870933,3389,琳琅烘焙专业是一家有名的西点品牌店，发展到现在已经有30余家连锁店。多年来不断引进新思想、开发新思路、完善管理模式，逐渐形成了的“前店后场，现烤现卖”的特色。,"榴莲蛋糕,面包蛋糕,港式菠萝包,手撕面包,甜甜圈,牛油排包,奶油球,豆沙酥,天然酵母面包,手撕包,小菠萝包,肉松吐司,奶酪包,重乳酪,榴莲千层,蛋糕,肉松吐司面包,芝士片,红豆饼,千层蛋糕,北海道蛋糕,豆腐蛋糕,红豆肉松吐司,南瓜饼,肉松饼,榴莲千层蛋糕,芝士蛋糕,菠萝餐包,红豆面包,柠檬蛋糕,巧克力蛋糕,红豆土司,豆沙酥南瓜酥,小面包,小面包糕,奶酪面包,椰子炒冰,土司面包,大菠萝包,抹茶芝士蛋糕,菠萝牛角包,热牛奶,爱的旅程蛋糕,沙沙亚,蜜豆萝沙,全家福,欧克奶酥,起酥蛋糕,牛油提子,葡萄奶酪,三明治,芝士黄金球,辣肉松,咖啡雪球,鲜牛奶,小毛毛虫,手工酸奶,翡翠柠檬,椰香卷,毛毛虫面包,芋头酥,小蛋糕,铜锣烧,娃娃饼,冰激凌,金桔柠檬汁,芋头饼,鸳鸯锅"
